"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"17601","Odisha","Street lights","WS/MP18149/2025-2026/184425","PURI(DISTRICT COLLECTOR PURI_IDA)","SAMBIT PATRA (2024-2029)","Elected MP","02-Jan-2026","JOGENDRA KUMAR BARIK","Payment Success","40000"
"17602","Odisha","Street lights","WS/MP18149/2025-2026/184395","PURI(DISTRICT COLLECTOR PURI_IDA)","SAMBIT PATRA (2024-2029)","Elected MP","02-Jan-2026","JOGENDRA KUMAR BARIK","Payment Success","40000"
"17603","Odisha","Street lights","WS/MP18149/2025-2026/184447","PURI(DISTRICT COLLECTOR PURI_IDA)","SAMBIT PATRA (2024-2029)","Elected MP","02-Jan-2026","JOGENDRA KUMAR BARIK","Payment Success","40000"
"17604","Odisha","Street lights","WS/MP18149/2025-2026/184446","PURI(DISTRICT COLLECTOR PURI_IDA)","SAMBIT PATRA (2024-2029)","Elected MP","02-Jan-2026","JOGENDRA KUMAR BARIK","Payment Success","40000"
"17605","Odisha","Construction of public libraries and reading rooms","WS/MP300/2024-2025/157080","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Smt Aparajita Sarangi (2024-2029)","Elected MP","16-Jan-2026","Ramakant Rana","Payment Success","293996"
"17606","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237460","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","26-Mar-2026","ms galaxy agency","Payment Success","300000"
"17607","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237464","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","26-Mar-2026","ms galaxy agency","Payment Success","300000"
"17608","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237461","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","26-Mar-2026","ms galaxy agency","Payment Success","300000"
"17609","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237463","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","26-Mar-2026","ms galaxy agency","Payment Success","300000"
"17610","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237462","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","26-Mar-2026","ms galaxy agency","Payment Success","300000"
"17611","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237465","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","26-Mar-2026","ms galaxy agency","Payment Success","300000"
"17612","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237437","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","25-Feb-2026","ms galaxy agency","Payment Success","300000"
"17613","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237439","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","25-Feb-2026","ms galaxy agency","Payment Success","300000"
"17614","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237438","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","25-Feb-2026","ms galaxy agency","Payment Success","300000"
"17615","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237472","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","25-Feb-2026","ms galaxy agency","Payment Success","300000"
"17616","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237459","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","25-Feb-2026","ms galaxy agency","Payment Success","300000"
"17617","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237474","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","25-Feb-2026","ms galaxy agency","Payment Success","300000"
"17618","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237470","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17619","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237471","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17620","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237469","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17621","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237480","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17622","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237479","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17623","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237478","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17624","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237484","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17625","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237483","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17626","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237485","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17627","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237473","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17628","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237481","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17629","Rajasthan","Purchase of furniture and fixtures for educational purposes","WS/MP18166/2025-2026/237482","SIROHI(DISTRICT COLLECTOR SIROHI_IDA)","LUMBARAM (2024-2029)","Elected MP","27-Jan-2026","ms galaxy agency","Payment Success","300000"
"17630","West Bengal","Construction of rooms and halls in school and colleges","WS/MP18245/2025-2026/199153","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","BAG MITALI (2024-2029)","Elected MP","29-Dec-2025","SK HOSSAIN ALI","Payment Success","582375"
"17631","Rajasthan","Providing sports equipment, except consumable items","WS/MP18165/2025-2026/247271","JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA)","MANJU SHARMA (2024-2029)","Elected MP","02-Jan-2026","ADARSH SPORTS","Payment Success","481010"
"17632","Rajasthan","Forest conservation infrastructure","WS/MP719/2025-2026/201523","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","19-Jan-2026","BHARAT BHOOMI","Payment Success","1275"
"17633","Rajasthan","Forest conservation infrastructure","WS/MP719/2025-2026/201523","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","27-Jan-2026","HUKMNAMA SAMACHAR","Payment Success","2826"
"17634","Rajasthan","Forest conservation infrastructure","WS/MP719/2025-2026/201523","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","27-Mar-2026","MS LAXMAN GENA SO RAM RATAN GEN","Payment Success","9500"
"17635","Rajasthan","Forest conservation infrastructure","WS/MP719/2025-2026/201523","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","27-Mar-2026","MS LAXMAN GENA SO RAM RATAN GEN","Payment Success","9700"
"17636","Rajasthan","Forest conservation infrastructure","WS/MP719/2025-2026/201523","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","27-Mar-2026","MS LAXMAN GENA SO RAM RATAN GEN","Payment Success","9950"
"17637","Rajasthan","Forest conservation infrastructure","WS/MP719/2025-2026/201523","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","27-Mar-2026","MS LAXMAN GENA SO RAM RATAN GEN","Payment Success","265274"
"17638","Rajasthan","Forest conservation infrastructure","WS/MP719/2025-2026/201523","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","27-Mar-2026","MS LAXMAN GENA SO RAM RATAN GEN","Payment Success","9900"
"17639","Rajasthan","Forest conservation infrastructure","WS/MP719/2025-2026/201523","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","27-Mar-2026","MS LAXMAN GENA SO RAM RATAN GEN","Payment Success","9975"
"17640","Rajasthan","Forest conservation infrastructure","WS/MP719/2025-2026/201523","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","27-Mar-2026","MS LAXMAN GENA SO RAM RATAN GEN","Payment Success","9800"
"17641","Rajasthan","Forest conservation infrastructure","WS/MP719/2025-2026/201523","AJMER(DISTRICT COLLECTOR AJMER_IDA)","Bhagirath Chaudhary (2024-2029)","Elected MP","27-Jan-2026","MS LAXMAN GENA SO RAM RATAN GEN","Payment Success","1152442"
"17642","Assam","Construction of community centers and community halls","WS/MP538/2025-2026/223533","UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA)","Dilip Saikia (2024-2029)","Elected MP","08-Jan-2026","Phatik Kachari","Payment Success","150000"
"17643","Assam","Construction of community centers and community halls","WS/MP538/2025-2026/226231","UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA)","Dilip Saikia (2024-2029)","Elected MP","08-Jan-2026","Phatik Kachari","Payment Success","150000"
"17644","Madhya Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP360/2025-2026/236727","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Anil Firojiya (2024-2029)","Elected MP","29-Dec-2025","Gp Kalesar","Payment Success","400000"
"17645","Madhya Pradesh","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP360/2025-2026/236727","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Anil Firojiya (2024-2029)","Elected MP","20-Jun-2026","Gp Kalesar","Payment Success","300000"
"17646","Punjab","Construction of buildings for community cultural activities","WS/MP18155/2025-2026/206621","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","12-Feb-2026","Gupta Tiles Studio","Payment Success","11865"
"17647","Punjab","Construction of buildings for community cultural activities","WS/MP18155/2025-2026/206621","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","05-Jan-2026","Gupta Tiles Studio","Payment Success","170304"
"17648","Kerala","Purchase of vans and buses for educational institutions","WS/MP353/2025-2026/196108","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Adv Dean Kuriakose (2024-2029)","Elected MP","27-Dec-2025","HEADMISTRESS GUPS NERIAMANGALAM","Payment Success","85000"
"17649","West Bengal","Installing community drinking water plants","WS/MP499/2025-2026/198325","BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA)","Smt Satabdi Roy (Banerjee) (2024-2029)","Elected MP","27-Dec-2025","SAMADISH MAL","Payment Success","249719"
"17650","Rajasthan","Lighting of public spaces","WS/MP386/2025-2026/242674","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Shri Hanuman Beniwal (2024-2029)","Elected MP","08-Jan-2026","BALAJI CONSTRUCTION AND SUPPLIERS","Payment Success","749250"
"17651","Rajasthan","Lighting of public spaces","WS/MP386/2025-2026/242674","Didwana-Kuchaman(DISTRICT COLLECTOR Didwana Kuchaman_IDA)","Shri Hanuman Beniwal (2024-2029)","Elected MP","23-Jan-2026","BALAJI CONSTRUCTION AND SUPPLIERS","Payment Success","250750"
"17652","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18161/2025-2026/220748","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV (2024-2029)","Elected MP","26-Dec-2025","tushar johari","Payment Success","500000"
"17653","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP18161/2025-2026/220747","BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA)","SANJNA JATAV (2024-2029)","Elected MP","26-Dec-2025","tushar johari","Payment Success","550000"
"17654","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP728/2025-2026/191751","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","24-Dec-2025","NARESH KUMAR","Payment Success","35100"
"17655","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP728/2025-2026/191751","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","24-Dec-2025","ANIL KUMAR","Payment Success","35100"
"17656","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP728/2025-2026/191751","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","24-Dec-2025","DEVILAL","Payment Success","35100"
"17657","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP728/2025-2026/191751","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","24-Dec-2025","SUMAN CHOUDHARY","Payment Success","11115"
"17658","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP728/2025-2026/191751","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","24-Dec-2025","TOLARAM JAT","Payment Success","11115"
"17659","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP728/2025-2026/191751","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","24-Dec-2025","SHRWAN KUMAR MEGHWAL","Payment Success","11115"
"17660","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP650/2025-2026/216021","INDORE(DISTRICT COLLECTOR INDORE_IDA)","Shankar Lalwani (2024-2029)","Elected MP","02-Feb-2026","SHRE DHAKAD BROTHERS","Payment Success","92400"
"17661","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP728/2025-2026/191751","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","24-Dec-2025","SITA","Payment Success","11115"
"17662","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP728/2025-2026/191751","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","24-Dec-2025","SANTOSH DEVI","Payment Success","11115"
"17663","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP728/2025-2026/191751","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","24-Dec-2025","SUBHASH JAKHAR","Payment Success","11115"
"17664","Rajasthan","Construction of additional rooms and halls in the existing public and community building","WS/MP728/2025-2026/191751","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Rahul Kaswan (2024-2029)","Elected MP","24-Dec-2025","PRABHUDAYAL SUTHAR","Payment Success","10260"
"17665","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/219364","RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA)","KONDA VISHWESHWAR REDDY (2024-2029)","Elected MP","22-Jan-2026","G VENKAT REDDY","Payment Success","499994"
"17666","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/219365","RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA)","KONDA VISHWESHWAR REDDY (2024-2029)","Elected MP","22-Jan-2026","G VENKAT REDDY","Payment Success","499654"
"17667","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/204121","RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA)","KONDA VISHWESHWAR REDDY (2024-2029)","Elected MP","29-Dec-2025","G VENKAT REDDY","Payment Success","499036"
"17668","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/204122","RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA)","KONDA VISHWESHWAR REDDY (2024-2029)","Elected MP","29-Dec-2025","G VENKAT REDDY","Payment Success","499617"
"17669","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/204123","RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA)","KONDA VISHWESHWAR REDDY (2024-2029)","Elected MP","29-Dec-2025","G VENKAT REDDY","Payment Success","499866"
"17670","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18188/2025-2026/202809","RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA)","KONDA VISHWESHWAR REDDY (2024-2029)","Elected MP","21-Apr-2026","G VENKAT REDDY","Payment Success","499911"
"17671","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18165/2025-2026/181099","JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA)","MANJU SHARMA (2024-2029)","Elected MP","24-Dec-2025","RN CONSTRUCTION CO","Payment Success","760740"
"17672","Rajasthan","Construction of common work sheds/ common covered sitting area","WS/MP18165/2025-2026/181099","JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA)","MANJU SHARMA (2024-2029)","Elected MP","13-Mar-2026","RN CONSTRUCTION CO","Payment Success","280235"
"17673","Gujarat","Construction of bus-sheds or bus-stops","WS/MP18054/2025-2026/174871","MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA)","HARIBHAI PATEL (2024-2029)","Elected MP","07-Jan-2026","MARUTI BUILDNEST PVT LTD","Payment Success","183906"
"17674","Tamil Nadu","Lighting of public spaces","WS/MP18182/2025-2026/214656","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","DR RANI SRI KUMAR (2024-2029)","Elected MP","21-Feb-2026","KATHIRESAN THANGAVEL NADAR","Payment Success","417005"
"17675","Tamil Nadu","Lighting of public spaces","WS/MP18182/2025-2026/214654","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","DR RANI SRI KUMAR (2024-2029)","Elected MP","21-Feb-2026","KATHIRESAN THANGAVEL NADAR","Payment Success","417005"
"17676","Tamil Nadu","Lighting of public spaces","WS/MP18182/2025-2026/214659","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","DR RANI SRI KUMAR (2024-2029)","Elected MP","21-Feb-2026","KATHIRESAN THANGAVEL NADAR","Payment Success","417005"
"17677","Tamil Nadu","Lighting of public spaces","WS/MP18182/2025-2026/214658","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","DR RANI SRI KUMAR (2024-2029)","Elected MP","21-Feb-2026","KATHIRESAN THANGAVEL NADAR","Payment Success","417005"
"17678","Tamil Nadu","Lighting of public spaces","WS/MP18182/2025-2026/214655","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","DR RANI SRI KUMAR (2024-2029)","Elected MP","21-Feb-2026","KATHIRESAN THANGAVEL NADAR","Payment Success","417005"
"17679","Tamil Nadu","Lighting of public spaces","WS/MP18182/2025-2026/214657","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","DR RANI SRI KUMAR (2024-2029)","Elected MP","21-Feb-2026","KATHIRESAN THANGAVEL NADAR","Payment Success","417005"
"17680","Tamil Nadu","Lighting of public spaces","WS/MP18182/2025-2026/214651","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","DR RANI SRI KUMAR (2024-2029)","Elected MP","13-Jan-2026","KATHIRESAN THANGAVEL NADAR","Payment Success","417005"
