"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"6307","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18067/2025-2026/227273","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI (2024-2029)","Elected MP","12-Jun-2026","LAXMI BRICKS COMPANY","Payment Success","233470"
"6308","Haryana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18067/2025-2026/227273","JIND(DEPUTY COMMISSIONER JIND)","SATPAL BRAHAMCHARI (2024-2029)","Elected MP","12-Jun-2026","AMIT GOVT CONTRACTOR","Payment Success","1291801"
"6309","Uttarakhand","Construction of common work sheds/ common covered sitting area","WS/MP021/2025-2026/254814","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","16-Jun-2026","GOPAL SINGH RAWAT","Payment Success","293761"
"6310","Odisha","Construction of footpaths and pedestrian ways","WS/MP18144/2024-2025/141587","KALAHANDI(DISTRICT COLLECTOR KALAHANDI_IDA)","MALVIKA DEVI (2024-2029)","Elected MP","29-May-2026","Gajaraj Majhi","Payment Success","600000"
"6311","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18276/2025-2026/242967","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","JASHUBHAI BHILUBHAI RATHVA (2024-2029)","Elected MP","15-Jul-2026","palasvada gram panchayat","Payment Success","490000"
"6312","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18276/2025-2026/256947","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","JASHUBHAI BHILUBHAI RATHVA (2024-2029)","Elected MP","25-Jun-2026","palasvada gram panchayat","Payment Success","350000"
"6313","Punjab","Establishing public lift irrigation projects","WS/MP18155/2025-2026/250539","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","29-May-2026","pawan kumar","Payment Success","46800"
"6314","Odisha","Construction of community centers and community halls","WS/MP18142/2025-2026/217276","PURI(DISTRICT COLLECTOR PURI_IDA)","BIBHU PRASAD TARAI (2024-2029)","Elected MP","25-Jun-2026","BDONIMAPADA MISCAC","Payment Success","211"
"6315","Odisha","Construction of community centers and community halls","WS/MP18142/2025-2026/217276","PURI(DISTRICT COLLECTOR PURI_IDA)","BIBHU PRASAD TARAI (2024-2029)","Elected MP","25-Jun-2026","BDONIMAPADA MISCAC","Payment Success","300"
"6316","Gujarat","Construction of footpaths and pedestrian ways","WS/MP18276/2025-2026/256960","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","JASHUBHAI BHILUBHAI RATHVA (2024-2029)","Elected MP","27-May-2026","Rasulpura gram panchayat","Payment Success","275000"
"6317","Madhya Pradesh","Installing community drinking water plants","WS/MP360/2026-2027/258294","UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA)","Shri Anil Firojiya (2024-2029)","Elected MP","27-May-2026","PALKHANDA","Payment Success","400000"
"6318","Maharashtra","Providing drains and gutters for public drainage","WS/MP18258/2026-2027/183802","CHANDRAPUR(DISTRICT COLLECTOR CHANDRAPUR_IDA)","DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU (2024-2029)","Elected MP","19-Jun-2026","Bhushan Gautam Patil","Payment Success","995057"
"6319","Gujarat","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP18058/2025-2026/267234","VADODARA(DISTRICT COLLECTOR VADODARA_IDA)","DR. HEMANG JOSHI (2024-2029)","Elected MP","01-Jul-2026","Zumkha Gram Panchayat","Payment Success","499884"
"6320","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2025-2026/247260","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","19-Jun-2026","HARSHITA CONSTRECTION","Payment Success","326514"
"6321","Andhra Pradesh","Construction of rooms and halls in school and colleges","WS/MP18017/2025-2026/251087","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Sribharat MathuKumli (2024-2029)","Elected MP","13-Aug-2026","RSR CONSTRUCTIONS","Payment Success","1052153"
"6322","Andhra Pradesh","Development of playfields and sports grounds","WS/MP18017/2025-2026/262110","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Sribharat MathuKumli (2024-2029)","Elected MP","16-Jun-2026","RSR CONSTRUCTIONS","Payment Success","981540"
"6323","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18155/2025-2026/249394","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","22-Jun-2026","Bharat Paver and Concrete industries","Payment Success","45596"
"6324","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18155/2025-2026/249394","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","22-Jun-2026","Bharat Paver and Concrete industries","Payment Success","45596"
"6325","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18155/2025-2026/249394","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","22-Jun-2026","Bharat Paver and Concrete industries","Payment Success","45596"
"6326","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18155/2025-2026/249394","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","22-Jun-2026","Bharat Paver and Concrete industries","Payment Success","34197"
"6327","Rajasthan","Purchase of other aids / devices required for P/ M/ V/ H impaired for differently abled persons","WS/MP18162/2025-2026/186124","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","15-Jun-2026","Garg Scientific and Surgical Co","Payment Success","673000"
"6328","Tamil Nadu","Construction of community centers and community halls","WS/MP740/2026-2027/219241","THE NILGIRIS(DISTRICT COLLECTOR NILGIRIS_IDA)","Andimuthu Raja (2024-2029)","Elected MP","27-May-2026","ARAVINTHAN G","Payment Success","1499757"
"6329","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18123/2026-2027/238158","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","CHHATRAPATI SHAHU SHAHAJI (2024-2029)","Elected MP","14-Jun-2026","Ch Shri Bhaveswari MSS Ltd Uttur","Payment Success","999696"
"6330","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18123/2026-2027/253333","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","CHHATRAPATI SHAHU SHAHAJI (2024-2029)","Elected MP","27-May-2026","Sohan Shivaji Mote","Payment Success","1500000"
"6331","Maharashtra","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18123/2026-2027/224469","KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA)","CHHATRAPATI SHAHU SHAHAJI (2024-2029)","Elected MP","11-Aug-2026","Sohan Shivaji Mote","Payment Success","999000"
"6332","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18169/2025-2026/247249","RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA)","MAHIMA KUMARI MEWAR (2024-2029)","Elected MP","19-Jun-2026","GAYATRI ENTERPRISES","Payment Success","412866"
"6333","Madhya Pradesh","Construction of culverts and bridges","WS/MP654/2026-2027/273966","ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA)","Smt Himadri Singh (2024-2029)","Elected MP","29-May-2026","GP Chukan","Payment Success","1250000"
"6334","Tamil Nadu","Street lights","WS/MP755/2026-2027/189475","CHENGALPATTU(District Collector Chengalpattu_IDA)","Thalikkottai Rajuthevar Baalu (2024-2029)","Elected MP","15-Jun-2026","Riya Enterprises","Payment Success","399300"
"6335","Tamil Nadu","Street lights","WS/MP755/2026-2027/189476","CHENGALPATTU(District Collector Chengalpattu_IDA)","Thalikkottai Rajuthevar Baalu (2024-2029)","Elected MP","15-Jun-2026","Riya Enterprises","Payment Success","399300"
"6336","Rajasthan","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18162/2025-2026/186584","BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA)","DAMODAR AGARWAL (2024-2029)","Elected MP","24-Jul-2026","Shree Balaji Construction","Payment Success","499078"
"6337","Uttarakhand","Construction of toilet blocks","WS/MP021/2025-2026/210942","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","29-May-2026","MADHAV ASSOCIATES","Payment Success","61257"
"6338","Uttarakhand","Construction of toilet blocks","WS/MP021/2025-2026/210942","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","29-May-2026","TARI DEVI","Payment Success","9900"
"6339","Uttarakhand","Construction of toilet blocks","WS/MP021/2025-2026/210942","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Ajay Bhatt (2024-2029)","Elected MP","29-May-2026","HANSI DEVI","Payment Success","9900"
"6340","Andhra Pradesh","Construction of community centers and community halls","WS/MP18005/2025-2026/213083","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Krishna Prasad Tenneti (2024-2029)","Elected MP","01-Aug-2026","MANDAVA SWAMULU","Payment Success","857776"
"6341","Kerala","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18423/2026-2027/180050","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Priyanka Gandhi Vadra (2024-2029)","Elected MP","15-Jul-2026","SAJIR A","Payment Success","1414366"
"6342","Telangana","Construction of bus-sheds or bus-stops","WS/MP18194/2026-2027/228621","SANGAREDDY(District Collector Sangareddy_IDA)","SURESH KUMAR SHETKAR (2024-2029)","Elected MP","17-Jun-2026","P Praveen Kumar","Payment Success","976168"
"6343","Telangana","Construction of bus-sheds or bus-stops","WS/MP18194/2026-2027/228623","SANGAREDDY(District Collector Sangareddy_IDA)","SURESH KUMAR SHETKAR (2024-2029)","Elected MP","16-Jun-2026","P Praveen Kumar","Payment Success","976139"
"6344","Telangana","Construction of community centers and community halls","WS/MP18194/2026-2027/228626","SANGAREDDY(District Collector Sangareddy_IDA)","SURESH KUMAR SHETKAR (2024-2029)","Elected MP","30-Jul-2026","P Praveen Kumar","Payment Success","995186"
"6345","Telangana","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18194/2026-2027/228646","SANGAREDDY(District Collector Sangareddy_IDA)","SURESH KUMAR SHETKAR (2024-2029)","Elected MP","30-Jul-2026","P Praveen Kumar","Payment Success","995601"
"6346","Telangana","Construction of community centers and community halls","WS/MP770/2025-2026/188837","SIDDIPET(District Collector Siddipet_IDA)","Sanjay Kumar Bandi (2024-2029)","Elected MP","23-Jun-2026","Gunukula Madhava Reddy","Payment Success","287731"
"6347","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18004/2026-2027/212577","Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA)","Gumma Thanuja Rani (2024-2029)","Elected MP","15-Jun-2026","Vice President VTDA Balleruguda","Payment Success","382493"
"6348","Tamil Nadu","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18384/2026-2027/292762","THIRUVARUR(DISTRICT COLLECTOR THIRUVARUR_IDA)","SELVARAJ V (2024-2029)","Elected MP","08-Jul-2026","NANDHINI CONSTRUCTION","Payment Success","577937"
"6349","Punjab","Construction of community centers and community halls","WS/MP18155/2025-2026/188531","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","11-Jun-2026","Roshan Lal and Company","Payment Success","5480"
"6350","Punjab","Construction of community centers and community halls","WS/MP18155/2025-2026/188531","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","11-Jun-2026","Saini Electrical Store and Works","Payment Success","9806"
"6351","Punjab","Construction of community centers and community halls","WS/MP18155/2025-2026/188531","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","11-Jun-2026","Jaspal Singh","Payment Success","6000"
"6352","Odisha","Construction of buildings for community cultural activities","WS/MP18142/2025-2026/211984","JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA)","BIBHU PRASAD TARAI (2024-2029)","Elected MP","29-May-2026","Nirakar Swain","Payment Success","292598"
"6353","Odisha","Construction of buildings for community cultural activities","WS/MP18142/2025-2026/211984","JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA)","BIBHU PRASAD TARAI (2024-2029)","Elected MP","29-May-2026","MS BISWAL TRADERS","Payment Success","148698"
"6354","Punjab","Development of playfields and sports grounds","WS/MP18155/2025-2026/255595","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","DR. RAJ KUMAR CHABBEWAL (2024-2029)","Elected MP","29-May-2026","Virdi Chain Linking","Payment Success","97873"
"6355","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/212345","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","16-Jun-2026","Ram Chand","Payment Success","14400"
"6356","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/212345","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","16-Jun-2026","Amrik Singh","Payment Success","12750"
"6357","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/212345","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","16-Jun-2026","Ramesh Chand","Payment Success","12750"
"6358","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18069/2025-2026/212345","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","RAJEEV BHARDWAJ (2024-2029)","Elected MP","16-Jun-2026","Prakash Chand","Payment Success","12750"
"6359","Tamil Nadu","Construction of rooms and halls in school and colleges","WS/MP458/2026-2027/216369","Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA)","Kanimozhi Karunanidhi (2024-2029)","Elected MP","29-May-2026","THALAVANIMUTHU","Payment Success","2250000"
"6360","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18170/2025-2026/223398","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM (2024-2029)","Elected MP","18-Jun-2026","babu lal","Payment Success","10400"
"6361","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18170/2025-2026/223400","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM (2024-2029)","Elected MP","18-Jun-2026","babu lal","Payment Success","10400"
"6362","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18170/2025-2026/223400","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM (2024-2029)","Elected MP","18-Jun-2026","jeevanram","Payment Success","3705"
"6363","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18170/2025-2026/223398","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM (2024-2029)","Elected MP","18-Jun-2026","jeevanram","Payment Success","3705"
"6364","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18170/2025-2026/223398","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM (2024-2029)","Elected MP","18-Jun-2026","Mahavir Prasad","Payment Success","10400"
"6365","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18170/2025-2026/223400","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM (2024-2029)","Elected MP","18-Jun-2026","Mahavir Prasad","Payment Success","10400"
"6366","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18170/2025-2026/223400","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM (2024-2029)","Elected MP","18-Jun-2026","Nanuram Chaudhary","Payment Success","3705"
"6367","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18170/2025-2026/223398","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM (2024-2029)","Elected MP","18-Jun-2026","Nanuram Chaudhary","Payment Success","3705"
"6368","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18170/2025-2026/223398","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM (2024-2029)","Elected MP","18-Jun-2026","Ishwar Ram","Payment Success","3705"
"6369","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18170/2025-2026/223400","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM (2024-2029)","Elected MP","18-Jun-2026","Ishwar Ram","Payment Success","3705"
"6370","Chhattisgarh","Construction of community centers and community halls","WS/MP429/2025-2026/193103","KORBA(Collector-Korba)","Jyotsna Charandas Mahant  (2024-2029)","Elected MP","15-Jun-2026","CEO JP KARTALA","Payment Success","60000"
"6371","Chhattisgarh","Renovation of ponds and lakes","WS/MP429/2025-2026/209938","KORBA(Collector-Korba)","Jyotsna Charandas Mahant  (2024-2029)","Elected MP","16-Jun-2026","CEO JP KARTALA","Payment Success","148974"
"6372","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP429/2025-2026/267258","KORBA(Collector-Korba)","Jyotsna Charandas Mahant  (2024-2029)","Elected MP","16-Jun-2026","CEO JP KARTALA","Payment Success","485000"
"6373","Chhattisgarh","Construction of rooms and halls in school and colleges","WS/MP429/2026-2027/295383","KORBA(Collector-Korba)","Jyotsna Charandas Mahant  (2024-2029)","Elected MP","17-Jul-2026","CEO JP KARTALA","Payment Success","200000"
